Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785145570,10,,Aggregated,7.300000,0.000000,130,190,210,220,290,340,2300,3300,3300,3300,3300,187,0,130,228.71920555614773,2.2573950000150944,3301.0975290000033,264.475935828877
1785145571,10,,Aggregated,7.400000,0.000000,130,190,210,230,290,340,2300,3300,3300,3300,3300,194,0,130,227.64927711339953,2.2573950000150944,3301.0975290000033,263.1443298969072
1785145572,10,,Aggregated,7.000000,0.000000,130,180,210,220,290,340,1800,2500,3300,3300,3300,201,0,130,221.406493631838,2.2573950000150944,3301.0975290000033,263.3830845771144
1785145573,10,,Aggregated,7.100000,0.000000,130,190,210,230,290,340,1800,2500,3300,3300,3300,209,0,130,219.62086309090714,2.2573950000150944,3301.0975290000033,261.99043062200957
1785145574,10,,Aggregated,7.200000,0.000000,130,180,210,230,290,340,1800,2500,3300,3300,3300,217,0,130,214.03257638709434,2.2573950000150944,3301.0975290000033,266.33179723502303
1785145575,10,,Aggregated,6.800000,0.000000,130,180,210,220,280,330,1800,2500,3300,3300,3300,226,0,130,210.53826408406866,2.2573950000150944,3301.0975290000033,271.570796460177
1785145576,10,,Aggregated,7.000000,0.000000,130,180,210,220,280,330,1800,2500,3300,3300,3300,232,0,130,208.71820636637602,2.2573950000150944,3301.0975290000033,270.3146551724138
1785145577,10,,Aggregated,7.100000,0.000000,130,180,210,230,290,330,1800,2500,3300,3300,3300,240,0,130,208.26660189166424,2.2573950000150944,3301.0975290000033,268.3125
1785145578,10,,Aggregated,7.100000,0.000000,130,180,210,230,290,330,1800,2500,3300,3300,3300,249,0,130,206.26837499999783,2.2573950000150944,3301.0975290000033,265.08032128514054
1785145579,10,,Aggregated,7.300000,0.000000,130,180,210,230,290,330,1600,2500,3300,3300,3300,255,0,130,203.8188143607824,2.2573950000150944,3301.0975290000033,267.01960784313724
1785145580,10,,Aggregated,7.300000,0.000000,130,180,210,230,290,330,1600,2500,3300,3300,3300,263,0,130,203.02506502281182,2.2573950000150944,3301.0975290000033,268.7490494296578
1785145581,10,,Aggregated,7.200000,0.000000,130,180,210,230,290,330,1600,2500,3300,3300,3300,271,0,130,200.55875318449952,2.2573950000150944,3301.0975290000033,266.9520295202952
