Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785145642,20,,Aggregated,11.200000,0.000000,470,590,690,770,1100,1400,1600,1600,1800,1800,1800,298,0,460,550.1391299832201,2.9120599999714614,1776.6710450000573,307.6409395973154
1785145643,20,,Aggregated,11.200000,0.000000,460,590,690,770,1100,1400,1600,1600,1800,1800,1800,310,0,460,541.8653213258054,2.9120599999714614,1776.6710450000573,303.7935483870968
1785145644,20,,Aggregated,11.300000,0.000000,460,590,670,740,1100,1300,1600,1600,1800,1800,1800,323,0,460,536.2326571671813,2.9120599999714614,1776.6710450000573,299.671826625387
1785145645,20,,Aggregated,11.200000,0.000000,450,580,660,720,1100,1300,1600,1600,1800,1800,1800,336,0,450,526.4511501785702,2.9120599999714614,1776.6710450000573,306.2113095238095
1785145646,20,,Aggregated,11.200000,0.000000,450,570,650,720,1100,1300,1600,1600,1800,1800,1800,346,0,450,522.9016213872817,2.9120599999714614,1776.6710450000573,304.09537572254334
1785145647,20,,Aggregated,11.700000,0.000000,450,570,650,720,1100,1300,1500,1600,1800,1800,1800,358,0,450,523.6512558240213,2.9120599999714614,1776.6710450000573,300.87988826815644
1785145648,20,,Aggregated,11.800000,0.000000,450,570,650,720,1000,1300,1500,1600,1800,1800,1800,369,0,450,518.5587418699175,2.9120599999714614,1776.6710450000573,298.47425474254743
1785145649,20,,Aggregated,11.600000,0.000000,450,570,650,710,980,1300,1500,1600,1800,1800,1800,378,0,450,520.616063674602,2.9120599999714614,1776.6710450000573,297.22486772486775
1785145650,20,,Aggregated,12.100000,0.000000,450,570,660,720,980,1200,1500,1600,1800,1800,1800,395,0,450,517.5584872050625,2.5950019999072538,1776.6710450000573,295.83037974683543
1785145651,20,,Aggregated,11.800000,0.000000,440,560,650,710,950,1200,1500,1600,1800,1800,1800,404,0,440,512.471839594059,2.5950019999072538,1776.6710450000573,294.33168316831683
1785145652,20,,Aggregated,11.400000,0.000000,450,570,650,710,950,1200,1500,1600,1800,1800,1800,414,0,450,513.211661074879,2.5950019999072538,1776.6710450000573,292.84541062801935
1785145653,20,,Aggregated,11.800000,0.000000,450,560,650,710,1000,1200,1500,1600,1800,1800,1800,430,0,450,514.4941465860455,2.5950019999072538,1776.6710450000573,297.13255813953486
1785145654,20,,Aggregated,12.000000,0.000000,440,560,650,710,950,1200,1500,1600,1800,1800,1800,444,0,440,510.5607461373867,2.5950019999072538,1776.6710450000573,296.22747747747746
